id,district,year_built,year_range
way/108248114,Chorweiler,1977,1970-2000
way/108248116,Chorweiler,1970,1970-2000
way/108248118,Chorweiler,1986,1970-2000
way/108248120,Chorweiler,1985,1970-2000
way/108248122,Chorweiler,1970,1970-2000
way/108248123,Chorweiler,1980,1970-2000
way/108248126,Chorweiler,1999,1970-2000
way/108249137,Chorweiler,1989,1970-2000
way/108249138,Chorweiler,1976,1970-2000
way/108249139,Chorweiler,1995,1970-2000
way/108249141,Chorweiler,1974,1970-2000
way/108249144,Chorweiler,1980,1970-2000
way/108249147,Chorweiler,1992,1970-2000
way/108249148,Chorweiler,1975,1970-2000
way/108249149,Chorweiler,1999,1970-2000
way/108249817,Chorweiler,1995,1970-2000
way/108249818,Chorweiler,1997,1970-2000
way/108249819,Chorweiler,1997,1970-2000
way/108249820,Chorweiler,1980,1970-2000
way/108249821,Chorweiler,1971,1970-2000
way/108249822,Chorweiler,1970,1970-2000
way/108249823,Chorweiler,1974,1970-2000
way/108251994,Chorweiler,1988,1970-2000
way/108251995,Chorweiler,1992,1970-2000
way/108251996,Chorweiler,1999,1970-2000
way/108251997,Chorweiler,1974,1970-2000
way/108251998,Chorweiler,1994,1970-2000
way/108251999,Chorweiler,1973,1970-2000
way/108252000,Chorweiler,1997,1970-2000
way/108252001,Chorweiler,1986,1970-2000
way/108252002,Chorweiler,1997,1970-2000
way/108252003,Chorweiler,1981,1970-2000
way/108252004,Chorweiler,2000,1970-2000
way/108252005,Chorweiler,1972,1970-2000
way/108252006,Chorweiler,1981,1970-2000
way/108252007,Chorweiler,1992,1970-2000
way/108252009,Chorweiler,2000,1970-2000
way/108252010,Chorweiler,1991,1970-2000
way/108252011,Chorweiler,1982,1970-2000
way/108252015,Chorweiler,1988,1970-2000
way/108252017,Chorweiler,1973,1970-2000
way/108252754,Chorweiler,1980,1970-2000
way/108252755,Chorweiler,1979,1970-2000
way/108295116,Chorweiler,1980,1970-2000
way/108295117,Chorweiler,1974,1970-2000
way/108295118,Chorweiler,1975,1970-2000
way/108295119,Chorweiler,1993,1970-2000
way/108295121,Chorweiler,2000,1970-2000
way/108295123,Chorweiler,1983,1970-2000
way/108295125,Chorweiler,1995,1970-2000
way/108295127,Chorweiler,1990,1970-2000
way/108295128,Chorweiler,2000,1970-2000
way/108295130,Chorweiler,1985,1970-2000
way/108295131,Chorweiler,1990,1970-2000
way/108295430,Chorweiler,1980,1970-2000
way/108295431,Chorweiler,1975,1970-2000
way/108295432,Chorweiler,1992,1970-2000
way/108295433,Chorweiler,2000,1970-2000
way/108295434,Chorweiler,1987,1970-2000
way/108295435,Chorweiler,1992,1970-2000
way/108295436,Chorweiler,1998,1970-2000
way/108295437,Chorweiler,1999,1970-2000
way/108295438,Chorweiler,1989,1970-2000
way/108295440,Chorweiler,1995,1970-2000
way/108295441,Chorweiler,1981,1970-2000
way/108295442,Chorweiler,1977,1970-2000
way/108295491,Chorweiler,1991,1970-2000
way/108295492,Chorweiler,1988,1970-2000
way/108295493,Chorweiler,1996,1970-2000
way/108295494,Chorweiler,1975,1970-2000
way/108295495,Chorweiler,1982,1970-2000
way/108295496,Chorweiler,1979,1970-2000
way/108295497,Chorweiler,1993,1970-2000
way/108295498,Chorweiler,1992,1970-2000
way/108295499,Chorweiler,1979,1970-2000
way/108295597,Chorweiler,1974,1970-2000
way/108295598,Chorweiler,1975,1970-2000
way/108295599,Chorweiler,1993,1970-2000
way/108295600,Chorweiler,1970,1970-2000
way/108295601,Chorweiler,2000,1970-2000
way/108295602,Chorweiler,1992,1970-2000
way/108295603,Chorweiler,2000,1970-2000
way/108295607,Chorweiler,1988,1970-2000
way/108295608,Chorweiler,1982,1970-2000
way/108295611,Chorweiler,1997,1970-2000
way/108295612,Chorweiler,1994,1970-2000
way/108340122,Chorweiler,2000,1970-2000
way/108340123,Chorweiler,1988,1970-2000
way/108340124,Chorweiler,1971,1970-2000
way/108340125,Chorweiler,1975,1970-2000
way/108340126,Chorweiler,1989,1970-2000
way/108340127,Chorweiler,1980,1970-2000
way/108340128,Chorweiler,1999,1970-2000
way/108340129,Chorweiler,1995,1970-2000
way/108340130,Chorweiler,2000,1970-2000
way/108340131,Chorweiler,1989,1970-2000
way/108340132,Chorweiler,1977,1970-2000
way/108340133,Chorweiler,1990,1970-2000
way/108340134,Chorweiler,1988,1970-2000
way/108340135,Chorweiler,1973,1970-2000
way/108340136,Chorweiler,1999,1970-2000
way/108340137,Chorweiler,1985,1970-2000
way/108340139,Chorweiler,1974,1970-2000
way/108340140,Chorweiler,1980,1970-2000
way/108340141,Chorweiler,1993,1970-2000
way/108340143,Chorweiler,1972,1970-2000
way/108340144,Chorweiler,1977,1970-2000
way/108340145,Chorweiler,1981,1970-2000
way/108340146,Chorweiler,1980,1970-2000
way/108340147,Chorweiler,1975,1970-2000
way/108340148,Chorweiler,1990,1970-2000
way/108340149,Chorweiler,1998,1970-2000
way/108340151,Chorweiler,2000,1970-2000
way/108340153,Chorweiler,1972,1970-2000
way/108340154,Chorweiler,1996,1970-2000
way/108340155,Chorweiler,1992,1970-2000
way/108340156,Chorweiler,1991,1970-2000
way/108340157,Chorweiler,1990,1970-2000
way/108340158,Chorweiler,1993,1970-2000
way/108340159,Chorweiler,1998,1970-2000
way/108340160,Chorweiler,1980,1970-2000
way/108340161,Chorweiler,1984,1970-2000
way/108340162,Chorweiler,1970,1970-2000
way/108340163,Chorweiler,1978,1970-2000
way/108340164,Chorweiler,1976,1970-2000
way/108340165,Chorweiler,1977,1970-2000
way/108340166,Chorweiler,1992,1970-2000
way/108340167,Chorweiler,1972,1970-2000
way/108340168,Chorweiler,1981,1970-2000
way/108340169,Chorweiler,1978,1970-2000
way/108340876,Chorweiler,1995,1970-2000
way/108340877,Chorweiler,1973,1970-2000
way/108340878,Chorweiler,1993,1970-2000
way/108340879,Chorweiler,1970,1970-2000
way/108340880,Chorweiler,1971,1970-2000
way/108340881,Chorweiler,1982,1970-2000
way/108340882,Chorweiler,1984,1970-2000
way/108340883,Chorweiler,1993,1970-2000
way/108340884,Chorweiler,1983,1970-2000
way/108340885,Chorweiler,1975,1970-2000
way/108340886,Chorweiler,1998,1970-2000
way/108340887,Chorweiler,1983,1970-2000
way/108340888,Chorweiler,1985,1970-2000
way/108340889,Chorweiler,1998,1970-2000
way/108340890,Chorweiler,1982,1970-2000
way/108340891,Chorweiler,1981,1970-2000
way/108340892,Chorweiler,1987,1970-2000
way/108340894,Chorweiler,1982,1970-2000
way/108340895,Chorweiler,1973,1970-2000
way/108340896,Chorweiler,1996,1970-2000
way/108340897,Chorweiler,1985,1970-2000
way/108340898,Chorweiler,1995,1970-2000
way/108341197,Chorweiler,1997,1970-2000
way/108341198,Chorweiler,1988,1970-2000
way/108341199,Chorweiler,1990,1970-2000
way/108341200,Chorweiler,1994,1970-2000
way/108341201,Chorweiler,1991,1970-2000
way/108341203,Chorweiler,1977,1970-2000
way/108341204,Chorweiler,1975,1970-2000
way/108341205,Chorweiler,1984,1970-2000
way/108341206,Chorweiler,1972,1970-2000
way/108341207,Chorweiler,1995,1970-2000
way/108341208,Chorweiler,1997,1970-2000
way/108341209,Chorweiler,1971,1970-2000
way/108341210,Chorweiler,1979,1970-2000
way/108341719,Chorweiler,1970,1970-2000
way/108341724,Chorweiler,1980,1970-2000
way/108341730,Chorweiler,1978,1970-2000
way/108341732,Chorweiler,2000,1970-2000
way/108341736,Chorweiler,1973,1970-2000
way/108341741,Chorweiler,1972,1970-2000
way/108341744,Chorweiler,1980,1970-2000
way/108359611,Chorweiler,1975,1970-2000
way/108359612,Chorweiler,1998,1970-2000
way/108359613,Chorweiler,1982,1970-2000
way/108359614,Chorweiler,1975,1970-2000
way/108359615,Chorweiler,1993,1970-2000
way/108359616,Chorweiler,1972,1970-2000
way/108359617,Chorweiler,1987,1970-2000
way/108359618,Chorweiler,2000,1970-2000
way/108360872,Chorweiler,1998,1970-2000
way/108360873,Chorweiler,1972,1970-2000
way/108360874,Chorweiler,1980,1970-2000
way/108360875,Chorweiler,1989,1970-2000
way/108361002,Chorweiler,1989,1970-2000
way/108437437,Chorweiler,1998,1970-2000
way/108437438,Chorweiler,1985,1970-2000
way/108438233,Chorweiler,1992,1970-2000
way/108438234,Chorweiler,1970,1970-2000
way/108438235,Chorweiler,1983,1970-2000
way/108438236,Chorweiler,2000,1970-2000
way/108438237,Chorweiler,1990,1970-2000
way/108438238,Chorweiler,1975,1970-2000
way/108438239,Chorweiler,1989,1970-2000
way/108438240,Chorweiler,1998,1970-2000
way/108438241,Chorweiler,1983,1970-2000
way/108438242,Chorweiler,1975,1970-2000
way/108438243,Chorweiler,1971,1970-2000
way/108438244,Chorweiler,1973,1970-2000
way/108438245,Chorweiler,1980,1970-2000
way/108438246,Chorweiler,1976,1970-2000
way/108438247,Chorweiler,1976,1970-2000
way/108438248,Chorweiler,1983,1970-2000
way/108438249,Chorweiler,1992,1970-2000
way/108438250,Chorweiler,1987,1970-2000
way/108438251,Chorweiler,1993,1970-2000
way/108438252,Chorweiler,1999,1970-2000
way/108438253,Chorweiler,1993,1970-2000
way/108438254,Chorweiler,1987,1970-2000
way/108438255,Chorweiler,1978,1970-2000
way/108438256,Chorweiler,1991,1970-2000
way/108438257,Chorweiler,1979,1970-2000
way/108438258,Chorweiler,1979,1970-2000
way/108438259,Chorweiler,1977,1970-2000
way/108438260,Chorweiler,1973,1970-2000
way/108438261,Chorweiler,1971,1970-2000
way/108438262,Chorweiler,1982,1970-2000
way/108438263,Chorweiler,1988,1970-2000
way/108438264,Chorweiler,1987,1970-2000
way/108438265,Chorweiler,1996,1970-2000
way/108438266,Chorweiler,1985,1970-2000
way/108438267,Chorweiler,1974,1970-2000
way/108865472,Chorweiler,1971,1970-2000
way/108865473,Chorweiler,1981,1970-2000
way/108865474,Chorweiler,1970,1970-2000
way/108865475,Chorweiler,1983,1970-2000
way/108865476,Chorweiler,1972,1970-2000
way/108865477,Chorweiler,1979,1970-2000
way/108865478,Chorweiler,1996,1970-2000
way/108865479,Chorweiler,1991,1970-2000
way/108865480,Chorweiler,1990,1970-2000
way/108865481,Chorweiler,1989,1970-2000
way/108865482,Chorweiler,1985,1970-2000
way/108865483,Chorweiler,1976,1970-2000
way/108865484,Chorweiler,1973,1970-2000
way/108865485,Chorweiler,1970,1970-2000
way/108867996,Chorweiler,1976,1970-2000
way/108867997,Chorweiler,1975,1970-2000
way/108867999,Chorweiler,1990,1970-2000
way/108868000,Chorweiler,1979,1970-2000
way/108868001,Chorweiler,1972,1970-2000
way/108868002,Chorweiler,1985,1970-2000
way/108868003,Chorweiler,1997,1970-2000
way/108868004,Chorweiler,1973,1970-2000
way/108868005,Chorweiler,1979,1970-2000
way/108868006,Chorweiler,1995,1970-2000
way/108868007,Chorweiler,1982,1970-2000
way/108868008,Chorweiler,1985,1970-2000
way/108868009,Chorweiler,1985,1970-2000
way/108868010,Chorweiler,1998,1970-2000
way/108868011,Chorweiler,1991,1970-2000
way/108868014,Chorweiler,1978,1970-2000
way/108868016,Chorweiler,1972,1970-2000
way/108868019,Chorweiler,1990,1970-2000
way/108868021,Chorweiler,1987,1970-2000
way/108868026,Chorweiler,1982,1970-2000
way/108868028,Chorweiler,1975,1970-2000
way/108868030,Chorweiler,1981,1970-2000
way/108868034,Chorweiler,1998,1970-2000
way/108868035,Chorweiler,1982,1970-2000
way/108868036,Chorweiler,1981,1970-2000
way/108868040,Chorweiler,1975,1970-2000
way/108868041,Chorweiler,1984,1970-2000
way/108868044,Chorweiler,1971,1970-2000
way/108868045,Chorweiler,1978,1970-2000
way/108868046,Chorweiler,1984,1970-2000
way/108868048,Chorweiler,1984,1970-2000
way/108868050,Chorweiler,1978,1970-2000
way/108868052,Chorweiler,1977,1970-2000
way/108868054,Chorweiler,1996,1970-2000
way/108868057,Chorweiler,1978,1970-2000
way/108868059,Chorweiler,1988,1970-2000
way/108868061,Chorweiler,1971,1970-2000
way/108868927,Chorweiler,1974,1970-2000
way/108868928,Chorweiler,1994,1970-2000
way/108868929,Chorweiler,1992,1970-2000
way/108868930,Chorweiler,1991,1970-2000
way/108868932,Chorweiler,1973,1970-2000
way/108872681,Chorweiler,1972,1970-2000
way/108872682,Chorweiler,1991,1970-2000
way/108872685,Chorweiler,1981,1970-2000
way/108872687,Chorweiler,1995,1970-2000
way/108872689,Chorweiler,1987,1970-2000
way/108872693,Chorweiler,1983,1970-2000
way/108872700,Chorweiler,1994,1970-2000
way/108872704,Chorweiler,1988,1970-2000
way/108872707,Chorweiler,1977,1970-2000
way/108872708,Chorweiler,1987,1970-2000
way/108872709,Chorweiler,1971,1970-2000
way/108872712,Chorweiler,1996,1970-2000
way/108872713,Chorweiler,1982,1970-2000
way/108872715,Chorweiler,1996,1970-2000
way/108872716,Chorweiler,1986,1970-2000
way/108872719,Chorweiler,1983,1970-2000
way/108872720,Chorweiler,2000,1970-2000
way/108872721,Chorweiler,1987,1970-2000
way/108875972,Chorweiler,1991,1970-2000
way/108875974,Chorweiler,1997,1970-2000
way/108875975,Chorweiler,1999,1970-2000
way/108875981,Chorweiler,1985,1970-2000
way/108875982,Chorweiler,1988,1970-2000
way/108875984,Chorweiler,1998,1970-2000
way/108875987,Chorweiler,1977,1970-2000
way/108875988,Chorweiler,1985,1970-2000
way/108875991,Chorweiler,1979,1970-2000
way/108875992,Chorweiler,1972,1970-2000
way/108875993,Chorweiler,1982,1970-2000
way/108875996,Chorweiler,1998,1970-2000
way/108875998,Chorweiler,1997,1970-2000
way/108876000,Chorweiler,1992,1970-2000
way/108876002,Chorweiler,1971,1970-2000
way/108876004,Chorweiler,1986,1970-2000
way/108876006,Chorweiler,1988,1970-2000
way/108876010,Chorweiler,1998,1970-2000
way/108876014,Chorweiler,1986,1970-2000
way/108876016,Chorweiler,1995,1970-2000
way/108876018,Chorweiler,1988,1970-2000
way/108876021,Chorweiler,1991,1970-2000
way/108876023,Chorweiler,1989,1970-2000
way/108876026,Chorweiler,1974,1970-2000
way/108876027,Chorweiler,1973,1970-2000
way/108876029,Chorweiler,2000,1970-2000
way/108876031,Chorweiler,1994,1970-2000
way/108879885,Chorweiler,1984,1970-2000
way/108879886,Chorweiler,1975,1970-2000
way/108879887,Chorweiler,2000,1970-2000
way/108879888,Chorweiler,1975,1970-2000
way/108879889,Chorweiler,1976,1970-2000
way/108879890,Chorweiler,1995,1970-2000
way/108879891,Chorweiler,1976,1970-2000
way/108879894,Chorweiler,1974,1970-2000
way/108879895,Chorweiler,1971,1970-2000
way/108879896,Chorweiler,1983,1970-2000
way/108879897,Chorweiler,1972,1970-2000
way/108879900,Chorweiler,1991,1970-2000
way/108879902,Chorweiler,1983,1970-2000
way/108879904,Chorweiler,1976,1970-2000
way/108879907,Chorweiler,1996,1970-2000
way/108879908,Chorweiler,1990,1970-2000
way/108879909,Chorweiler,1974,1970-2000
way/108879910,Chorweiler,1996,1970-2000
way/108879911,Chorweiler,1989,1970-2000
way/108879913,Chorweiler,1978,1970-2000
way/108879914,Chorweiler,1980,1970-2000
way/108879915,Chorweiler,1999,1970-2000
way/108879916,Chorweiler,1993,1970-2000
way/108881489,Chorweiler,1999,1970-2000
way/108881490,Chorweiler,1995,1970-2000
way/108881492,Chorweiler,1972,1970-2000
way/108881494,Chorweiler,1972,1970-2000
way/108881496,Chorweiler,1982,1970-2000
way/108882564,Chorweiler,1987,1970-2000
way/108882565,Chorweiler,1982,1970-2000
way/108882569,Chorweiler,1987,1970-2000
way/108882570,Chorweiler,1980,1970-2000
way/108882572,Chorweiler,1997,1970-2000
way/108882573,Chorweiler,1978,1970-2000
way/108882574,Chorweiler,1986,1970-2000
way/108882576,Chorweiler,1984,1970-2000
way/108882577,Chorweiler,1999,1970-2000
way/108882578,Chorweiler,1997,1970-2000
way/108882579,Chorweiler,1970,1970-2000
way/108882580,Chorweiler,1995,1970-2000
way/108882581,Chorweiler,1992,1970-2000
way/108883046,Chorweiler,1989,1970-2000
way/108883047,Chorweiler,1988,1970-2000
way/108883048,Chorweiler,1986,1970-2000
way/108883050,Chorweiler,1995,1970-2000
way/108883051,Chorweiler,1983,1970-2000
way/108883052,Chorweiler,1973,1970-2000
way/108883055,Chorweiler,1983,1970-2000
way/108883056,Chorweiler,1974,1970-2000
way/108883057,Chorweiler,1974,1970-2000
way/108883058,Chorweiler,1988,1970-2000
way/109370427,Chorweiler,1988,1970-2000
way/109370428,Chorweiler,1988,1970-2000
way/109370429,Chorweiler,1994,1970-2000
way/109370430,Chorweiler,2000,1970-2000
way/109370431,Chorweiler,2000,1970-2000
way/109370432,Chorweiler,1973,1970-2000
way/109370433,Chorweiler,1999,1970-2000
way/109370434,Chorweiler,1973,1970-2000
way/109370435,Chorweiler,1988,1970-2000
way/109370436,Chorweiler,1994,1970-2000
way/109370437,Chorweiler,1973,1970-2000
way/109370438,Chorweiler,1995,1970-2000
way/109370439,Chorweiler,1979,1970-2000
way/109370440,Chorweiler,1997,1970-2000
way/109370441,Chorweiler,1987,1970-2000
way/109370442,Chorweiler,1998,1970-2000
way/109370443,Chorweiler,1981,1970-2000
way/109370444,Chorweiler,1998,1970-2000
way/109370445,Chorweiler,1983,1970-2000
way/109370446,Chorweiler,1978,1970-2000
way/109370447,Chorweiler,1982,1970-2000
way/109370448,Chorweiler,1990,1970-2000
way/109370449,Chorweiler,1985,1970-2000
way/109370450,Chorweiler,1988,1970-2000
way/109370451,Chorweiler,1989,1970-2000
way/109370452,Chorweiler,1985,1970-2000
way/109370453,Chorweiler,1971,1970-2000
way/109370454,Chorweiler,1975,1970-2000
way/109370455,Chorweiler,1978,1970-2000
way/109370456,Chorweiler,1982,1970-2000
way/109370457,Chorweiler,1974,1970-2000
way/109370458,Chorweiler,1989,1970-2000
way/109370459,Chorweiler,1989,1970-2000
way/109370460,Chorweiler,1991,1970-2000
way/109370461,Chorweiler,1992,1970-2000
way/109370462,Chorweiler,1982,1970-2000
way/109370721,Chorweiler,1971,1970-2000
way/109370724,Chorweiler,1982,1970-2000
way/109370726,Chorweiler,1998,1970-2000
way/109370727,Chorweiler,1998,1970-2000
way/109370730,Chorweiler,1980,1970-2000
way/109370732,Chorweiler,1992,1970-2000
way/109370734,Chorweiler,1977,1970-2000
way/109370736,Chorweiler,1971,1970-2000
way/109370739,Chorweiler,1993,1970-2000
way/109370740,Chorweiler,1985,1970-2000
way/109370743,Chorweiler,1999,1970-2000
way/109370746,Chorweiler,1978,1970-2000
way/109370748,Chorweiler,1998,1970-2000
way/109370751,Chorweiler,1981,1970-2000
way/109370752,Chorweiler,1970,1970-2000
way/109370757,Chorweiler,1980,1970-2000
way/109370762,Chorweiler,1996,1970-2000
way/109370763,Chorweiler,1995,1970-2000
way/109370769,Chorweiler,1979,1970-2000
way/109371073,Chorweiler,1979,1970-2000
way/109371074,Chorweiler,1978,1970-2000
way/109371075,Chorweiler,1996,1970-2000
way/109371076,Chorweiler,1985,1970-2000
way/109371077,Chorweiler,1997,1970-2000
way/109371078,Chorweiler,1992,1970-2000
way/109371079,Chorweiler,1991,1970-2000
way/109371080,Chorweiler,1973,1970-2000
way/109371081,Chorweiler,1997,1970-2000
way/109371082,Chorweiler,1977,1970-2000
way/109371083,Chorweiler,1974,1970-2000
way/109371084,Chorweiler,1979,1970-2000
way/109371085,Chorweiler,1993,1970-2000
way/109371086,Chorweiler,1984,1970-2000
way/109995469,Chorweiler,1994,1970-2000
way/109995475,Chorweiler,1996,1970-2000
way/109995476,Chorweiler,1980,1970-2000
way/109995481,Chorweiler,1978,1970-2000
way/109995482,Chorweiler,1993,1970-2000
way/109995483,Chorweiler,1983,1970-2000
way/109995489,Chorweiler,1989,1970-2000
way/109995492,Chorweiler,1990,1970-2000
way/109995493,Chorweiler,1972,1970-2000
way/109995501,Chorweiler,1976,1970-2000
way/109995502,Chorweiler,1984,1970-2000
way/109995504,Chorweiler,1976,1970-2000
way/109995509,Chorweiler,1999,1970-2000
way/110055750,Chorweiler,1996,1970-2000
way/110055751,Chorweiler,1983,1970-2000
way/110055753,Chorweiler,1993,1970-2000
way/110055754,Chorweiler,1985,1970-2000
way/110055756,Chorweiler,1994,1970-2000
way/110055757,Chorweiler,1986,1970-2000
way/110055759,Chorweiler,1997,1970-2000
